,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
919,Ignacio Pais,ar ARG,MF,Cartagena,22-191,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
920,Diego Pampín,es ESP,"DF,MF",Andorra,22-267,2000,9,5,520,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17
921,Rubén Pardo,es ESP,MF,Leganés,30-046,1992,18,11,"1,041",11.6,1,2,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26
922,Miquel Parera,es ESP,GK,Racing Sant,26-203,1996,18,18,"1,620",18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
923,Raúl Parra,es ESP,DF,CD Mirandés,23-011,1999,18,13,"1,140",12.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
924,Piotr Parzyszek,pl POL,FW,Leganés,29-090,1993,6,2,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
925,Alexandru Pașcanu,ro ROU,DF,Ponferradina,24-070,1998,17,17,"1,530",17.0,1,2,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18
926,Martín Pascual,es ESP,DF,UD Ibiza,23-125,1999,14,13,"1,180",13.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
927,Alex Pastor,es ESP,DF,Andorra,23-067,1999,7,3,362,4.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
928,Marcos Paulo,br BRA,"MF,FW",CD Mirandés,21-309,2001,12,7,639,7.1,1,2,1,0,0,0,0,0.14,0.28,0.42,0.14,0.42
929,Pepe,es ESP,DF,Granada,22-280,2000,3,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
930,Peque,es ESP,FW,Racing Sant,20-064,2002,13,2,251,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
931,Alberto Perea,es ESP,MF,Granada,31-353,1990,8,2,254,2.8,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35
932,,,,,,,,,,,,,,,,,,,,,,
933,Luis Perea,es ESP,MF,Leganés,25-104,1997,1,1,87,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
934,Hugo Perez,es ESP,DF,Villarreal B,19-356,2002,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
935,Njegoš Petrović,rs SRB,MF,Granada,23-142,1999,12,9,782,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
936,Radosav Petrović,rs SRB,"MF,DF",Zaragoza,33-274,1989,9,3,242,2.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
937,Alex Petxa,es ESP,DF,Andorra,25-304,1997,4,4,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
938,Pinchi,es ESP,MF,Las Palmas,26-173,1996,2,1,81,0.9,1,1,1,0,0,0,0,1.11,1.11,2.22,1.11,2.22
939,Pinchi,es ESP,"FW,MF",CD Mirandés,26-173,1996,15,13,980,10.9,5,0,5,0,0,1,0,0.46,0.00,0.46,0.46,0.46
940,Bruno Pires,br BRA,DF,Lugo,30-209,1992,4,2,144,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
941,Jordi Pola,es ESP,DF,Sporting Gijón,22-239,2000,3,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
942,Carlos Pomares Rayo,es ESP,DF,Oviedo,30-002,1992,9,6,564,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
943,Jorge Pombo,es ESP,"MF,FW",Racing Sant,28-288,1994,11,11,863,9.6,1,0,1,0,0,4,2,0.10,0.00,0.10,0.10,0.10
944,Sergio Postigo,es ESP,DF,Levante,34-033,1988,11,9,866,9.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
945,Darío Poveda,es ESP,"FW,MF",UD Ibiza,25-269,1997,15,8,603,6.7,1,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30
946,Prados,es ESP,MF,CD Mirandés,21-302,2001,19,15,"1,257",14.0,0,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14
947,Miguel Prendes,es ESP,MF,Oviedo,21-162,2001,5,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
948,Pubill,es ESP,DF,Levante,19-170,2003,4,3,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
949,Miguel Puche García,es ESP,MF,Zaragoza,21-221,2001,14,3,391,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
950,Antonio Puertas,es ESP,"MF,FW",Granada,30-289,1992,17,15,"1,287",14.3,1,3,1,0,0,1,0,0.07,0.21,0.28,0.07,0.28
951,Ricard Pujol,es ESP,DF,Ponferradina,24-278,1998,2,1,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
952,Jorge Pulido,es ESP,DF,Huesca,31-243,1991,16,15,"1,281",14.2,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
953,Ruben Pulido Peñas,es ESP,DF,Huesca,22-096,2000,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
954,Yacine Qasmi,ma MAR,FW,Leganés,31-338,1991,13,2,252,2.8,1,0,1,0,0,2,0,0.36,0.00,0.36,0.36,0.36
955,Dani Queipo,es ESP,MF,Sporting Gijón,20-340,2002,16,12,985,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
956,Quini,es ESP,DF,Granada,33-074,1989,13,11,935,10.4,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10
957,Quique,es ESP,"MF,FW",Eibar,32-205,1990,14,6,489,5.4,3,1,2,1,1,1,0,0.55,0.18,0.74,0.37,0.55
958,,,,,,,,,,,,,,,,,,,,,,
959,Dani Raba,es ESP,"MF,FW",Leganés,27-039,1995,15,8,727,8.1,4,2,4,0,0,4,0,0.50,0.25,0.74,0.50,0.74
960,Yanis Rahmani,fr FRA,"FW,MF",Eibar,27-208,1995,10,3,289,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31
961,Hugo Rama,es ESP,MF,Oviedo,26-015,1996,18,12,"1,039",11.5,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09
962,Jonás Ramalho,es ESP,DF,Málaga,29-180,1993,7,5,452,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
963,Benito Ramírez,es ESP,MF,Las Palmas,27-149,1995,14,2,440,4.9,1,1,1,0,0,0,0,0.20,0.20,0.41,0.20,0.41
964,Sandro Ramírez,es ESP,FW,Las Palmas,27-151,1995,8,3,396,4.4,1,2,1,0,0,2,0,0.23,0.45,0.68,0.23,0.68
965,Ramón,es ESP,GK,CD Mirandés,22-362,1999,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
966,Chris Ramos,es ESP,FW,Lugo,25-323,1997,17,14,"1,271",14.1,7,0,7,0,1,3,1,0.50,0.00,0.50,0.50,0.50
967,Alejandro Ramos Rodriguez,es ESP,MF,Lugo,22-240,2000,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
968,Abraham Rando,es ESP,DF,Villarreal B,21-155,2001,4,3,292,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
969,Andrei Ratiu,ro ROU,DF,Huesca,24-170,1998,17,17,"1,468",16.3,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06
970,Álvaro Ratón,es ESP,GK,Zaragoza,29-312,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
971,Nico Ratti,it ITA,GK,Andorra,29-080,1993,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
972,Raúl,es ESP,FW,CD Mirandés,22-034,2000,17,16,"1,354",15.0,7,2,6,1,1,1,0,0.47,0.13,0.60,0.40,0.53
973,Abderrahman Rebbach,dz ALG,"MF,FW",Alavés,24-118,1998,9,6,409,4.5,1,1,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44
974,Hugo Redón,es ESP,MF,Levante,19-232,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
975,Manolo Reina,es ESP,GK,Málaga,37-250,1985,13,13,"1,170",13.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
976,Oriol Rey,es ESP,MF,CD Mirandés,24-285,1998,19,17,"1,506",16.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
977,Ricard,es ESP,DF,Granada,22-288,2000,17,16,"1,363",15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13
978,José Ricardo,br BRA,DF,Lugo,24-094,1998,17,16,"1,423",15.8,0,2,0,0,0,8,0,0.00,0.13,0.13,0.00,0.13
979,Manuel Rico,es ESP,"MF,FW",Huesca,19-340,2003,2,2,105,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
980,Mikel Rico,es ESP,MF,Cartagena,38-033,1984,18,16,"1,351",15.0,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13
981,Asier Riesgo,es ESP,GK,Leganés,39-062,1983,12,11,"1,019",11.3,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09
982,Luis Rioja,es ESP,"MF,FW",Alavés,29-052,1993,15,12,"1,157",12.9,3,1,3,0,0,3,1,0.23,0.08,0.31,0.23,0.31
983,Cristian Rivera,es ESP,MF,Sporting Gijón,25-151,1997,11,10,908,10.1,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10
984,,,,,,,,,,,,,,,,,,,,,,
985,Rober,es ESP,DF,Levante,27-294,1995,12,8,808,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
986,Rubén Rochina,es ESP,MF,Granada,31-259,1991,7,2,217,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
987,Ángel Rodado,es ESP,FW,UD Ibiza,25-275,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
988,Rodri,es ESP,MF,Villarreal B,19-337,2003,9,6,507,5.6,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18
989,Álvaro Rodríguez,es ESP,DF,Albacete,28-138,1994,18,18,"1,590",17.7,2,2,2,0,0,4,1,0.11,0.11,0.23,0.11,0.23
990,Cesar Rodriguez,ve VEN,MF,Lugo,22-275,2000,4,0,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
991,David Rodríguez,es ESP,DF,Tenerife,22-164,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
992,Riki Rodríguez,es ESP,MF,Albacete,25-073,1997,16,15,"1,244",13.8,1,0,1,0,0,4,1,0.07,0.00,0.07,0.07,0.07
993,Genaro Rodríguez Serrano,es ESP,"MF,DF",Málaga,24-259,1998,8,3,327,3.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
994,Carlos Romero,es ESP,DF,Villarreal B,21-039,2001,9,2,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
995,Iván Romero,es ESP,FW,Tenerife,21-241,2001,14,11,942,10.5,2,1,2,0,0,2,0,0.19,0.10,0.29,0.19,0.29
996,Jaime Romero,es ESP,"FW,MF",Cartagena,32-129,1990,6,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
997,Guillermo Rosas,es ESP,DF,Sporting Gijón,22-204,2000,15,14,"1,284",14.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
998,Waldo Rubio,es ESP,MF,Tenerife,27-112,1995,11,10,707,7.9,2,2,2,0,0,4,0,0.25,0.25,0.51,0.25,0.51
999,Carlos Ruiz,es ESP,DF,Tenerife,39-140,1983,11,10,810,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1000,Isma Ruiz,es ESP,MF,UD Ibiza,21-296,2001,6,4,409,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1001,Sergio Ruiz,es ESP,MF,Granada,27-356,1994,6,4,426,4.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1002,Armando Sadiku,al ALB,FW,Cartagena,31-194,1991,18,10,913,10.1,7,0,4,3,3,1,0,0.69,0.00,0.69,0.39,0.39
1003,Jorge Sáenz,es ESP,DF,Leganés,26-020,1996,17,17,"1,530",17.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1004,Íñigo Sainz Maza,es ESP,MF,Racing Sant,24-174,1998,16,16,"1,439",16.0,0,1,0,0,0,6,1,0.00,0.06,0.06,0.00,0.06
1005,José Salinas,es ESP,"DF,MF",CD Mirandés,22-068,2000,19,19,"1,709",19.0,1,3,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21
1006,ALex Salomón,es ESP,DF,Ponferradina,26-293,1996,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1007,Cristian Salvador,es ESP,MF,Huesca,28-017,1994,11,7,635,7.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
1008,Diego Sánchez,es ESP,DF,Sporting Gijón,19-142,2003,7,5,437,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1009,Germán Sánchez,es ESP,DF,Racing Sant,35-360,1986,3,2,180,2.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
1010,,,,,,,,,,,,,,,,,,,,,,
1011,Borja Sánchez Laborde,es ESP,MF,Oviedo,26-284,1996,9,4,453,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1012,Luca Sangalli,es ESP,MF,Cartagena,27-300,1995,16,5,561,6.2,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16
1013,Marco Sangalli,es ESP,MF,Oviedo,30-303,1992,9,5,424,4.7,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21
1014,Adrián Sanmartín,es ESP,FW,Cartagena,17-132,2005,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1015,Sergio Santos,es ESP,DF,CD Mirandés,21-338,2001,6,1,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1016,Aitor Sanz,es ESP,MF,Tenerife,38-085,1984,16,15,"1,189",13.2,1,0,1,0,0,8,1,0.08,0.00,0.08,0.08,0.08
1017,Marcelo Saracchi,uy URU,DF,Levante,24-228,1998,7,6,393,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1018,Eneko Satrústegui,es ESP,DF,Racing Sant,32-073,1990,17,17,"1,466",16.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1019,Aleksandar Sedlar,rs SRB,"DF,MF",Alavés,30-359,1991,10,10,758,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
1020,Josep Señé,es ESP,MF,Lugo,30-362,1991,16,15,"1,264",14.0,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07
1021,Sergi,es ESP,DF,Leganés,30-231,1992,12,11,994,11.0,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
1022,Francho Serrano Gracia,es ESP,MF,Zaragoza,21-051,2001,15,7,680,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1023,Javier Serrano,es ESP,MF,CD Mirandés,19-325,2003,9,2,232,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1024,Nicolás Serrano,es ESP,"MF,FW",CD Mirandés,19-277,2003,13,10,827,9.2,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
1025,Mario Sesé,es ESP,MF,Oviedo,20-099,2002,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1026,Salva Sevilla,es ESP,MF,Alavés,38-264,1984,16,15,"1,143",12.7,2,1,0,2,2,5,0,0.16,0.08,0.24,0.00,0.08
1027,Armando Shashoua,eng ENG,MF,UD Ibiza,22-037,2000,7,4,345,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1028,Samuel Shashoua,eng ENG,"MF,FW",Tenerife,23-208,1999,5,3,264,2.9,0,1,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34
1029,Gaku Shibasaki,jp JPN,"MF,FW",Leganés,30-193,1992,13,10,932,10.4,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10
1030,Sidnei,br BRA,DF,Las Palmas,33-106,1989,11,8,655,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1031,Óscar Sielva,es ESP,MF,Huesca,31-123,1991,9,3,326,3.6,1,0,1,0,0,3,0,0.28,0.00,0.28,0.28,0.28
1032,Grego Sierra,es ESP,DF,Burgos,29-277,1993,11,9,788,8.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
1033,Jonathan Silva,ar ARG,DF,Granada,28-161,1994,7,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1034,Matheus Pereira da Silva,br BRA,MF,Eibar,24-285,1998,17,16,"1,339",14.9,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07
1035,Giuliano Simeone,ar ARG,"FW,MF",Zaragoza,19-354,2002,18,15,"1,358",15.1,4,2,4,0,0,2,1,0.27,0.13,0.40,0.27,0.40
1036,,,,,,,,,,,,,,,,,,,,,,
1037,Nikola Šipčić,me MNE,DF,Tenerife,27-204,1995,14,11,"1,029",11.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1038,Antonio Sivera,es ESP,GK,Alavés,26-118,1996,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1039,Patrick Soko,cm CMR,MF,Huesca,25-037,1997,15,12,778,8.6,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23
1040,Fran Sol,es ESP,FW,Málaga,30-269,1992,15,7,723,8.0,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
1041,Roberto Soldado,es ESP,FW,Levante,37-194,1985,14,5,484,5.4,2,0,1,1,1,5,0,0.37,0.00,0.37,0.19,0.19
1042,Son,es ESP,DF,Levante,28-252,1994,18,15,"1,388",15.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1043,Juan Soriano,es ESP,GK,Tenerife,25-106,1997,18,18,"1,620",18.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06
1044,Alberto Soro,es ESP,MF,Granada,23-273,1999,4,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1045,Yuri de Souza,br BRA,"FW,MF",Ponferradina,40-121,1982,14,10,728,8.1,3,1,1,2,2,0,1,0.37,0.12,0.49,0.12,0.25
1046,Stoichkov,es ESP,"MF,FW",Eibar,29-032,1993,18,16,"1,330",14.8,5,0,4,1,2,5,0,0.34,0.00,0.34,0.27,0.27
1047,Álex Suárez,es ESP,DF,Las Palmas,29-264,1993,18,17,"1,379",15.3,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07
1048,Jaime Suárez Juesas,es ESP,MF,Oviedo,25-341,1996,12,7,634,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
1049,Mamadou Sylla,sn SEN,FW,Alavés,28-262,1994,3,1,80,0.9,1,0,1,0,0,0,0,1.13,0.00,1.13,1.13,1.13
1050,Rodrigo Tarín,es ESP,DF,Oviedo,26-155,1996,13,13,"1,142",12.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1051,Heriberto Tavares,pt POR,"MF,FW",Ponferradina,25-291,1997,12,3,300,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1052,Sergio Tejera,es ESP,MF,Cartagena,32-193,1990,9,3,309,3.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1053,Álvaro Tejero,es ESP,DF,Eibar,26-140,1996,18,16,"1,480",16.4,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12
1054,Nahuel Tenaglia,ar ARG,DF,Alavés,26-289,1996,13,12,"1,084",12.0,2,0,2,0,0,3,0,0.17,0.00,0.17,0.17,0.17
1055,Teto,es ESP,MF,Tenerife,21-024,2001,18,12,"1,122",12.5,2,0,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16
1056,Idrissa Thiam,mr MTN,FW,Lugo,22-096,2000,5,1,132,1.5,0,1,0,0,0,0,0,0.00,0.68,0.68,0.00,0.68
1057,Fausto Tienza,es ESP,MF,Racing Sant,32-333,1990,14,10,810,9.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
1058,David Timor,es ESP,"MF,DF",Huesca,33-051,1989,17,13,"1,147",12.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1059,Pablo Tomeo,es ESP,MF,Huesca,22-318,2000,12,7,699,7.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
1060,Liberman Torres,ec ECU,MF,Villarreal B,20-205,2002,2,1,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1061,Xavi Torres,es ESP,"MF,DF",Lugo,36-016,1986,16,15,"1,320",14.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1062,,,,,,,,,,,,,,,,,,,,,,
1063,Marcos Trabanco,es ESP,DF,Sporting Gijón,21-283,2001,1,1,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1064,Angel Troncho,es ESP,MF,Eibar,20-066,2002,6,1,151,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1065,Iker Undabarrena,es ESP,MF,Leganés,27-203,1995,15,15,"1,198",13.3,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08
1066,Myrto Uzuni,al ALB,MF,Granada,27-190,1995,17,14,"1,183",13.1,9,3,7,2,3,3,0,0.68,0.23,0.91,0.53,0.76
1067,Valentín Vada,ar ARG,"MF,FW",Zaragoza,26-276,1996,19,14,"1,189",13.2,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30
1068,Álvaro Vadillo,es ESP,"FW,MF",Eibar,28-086,1994,7,0,87,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1069,Pablo Valcarce,es ESP,"MF,FW",Burgos,29-307,1993,17,11,889,9.9,0,2,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20
1070,Eugeni Valderrama,es ESP,"MF,FW",Zaragoza,28-141,1994,10,3,317,3.5,0,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28
1071,Gerard Valentín,es ESP,MF,Huesca,29-132,1993,17,6,730,8.1,1,2,1,0,0,5,0,0.12,0.25,0.37,0.12,0.37
1072,Pol Valentín,es ESP,DF,Sporting Gijón,25-289,1997,11,3,380,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24
1073,Germán Valera,es ESP,FW,Andorra,20-266,2002,14,10,799,8.9,2,0,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23
1074,Borja Valle,es ESP,"FW,MF",Cartagena,30-151,1992,16,11,889,9.9,2,0,2,0,0,3,0,0.20,0.00,0.20,0.20,0.20
1075,Hugo Vallejo,es ESP,MF,Ponferradina,22-295,2000,12,5,494,5.5,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18
1076,Álvaro Vallés,es ESP,GK,Las Palmas,25-135,1997,15,15,"1,350",15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1077,José Luis García Vayá,es ESP,MF,Levante,24-118,1998,16,13,"1,149",12.8,0,1,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08
1078,Javier Vázquez López,es ESP,"DF,MF",UD Ibiza,22-074,2000,14,10,854,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1079,Pablo Vázquez,es ESP,DF,Cartagena,28-061,1994,9,9,736,8.2,0,1,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12
1080,Frederico Venâncio,pt POR,DF,Eibar,29-306,1993,10,7,724,8.0,1,0,1,0,0,3,1,0.12,0.00,0.12,0.12,0.12
1081,Rúben Vezo,pt POR,DF,Levante,28-226,1994,16,16,"1,380",15.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
1082,Iñigo Vicente,es ESP,MF,Racing Sant,24-335,1998,18,15,"1,131",12.6,2,1,2,0,1,2,0,0.16,0.08,0.24,0.16,0.24
1083,Fede Vico,es ESP,"MF,FW",Leganés,28-156,1994,19,7,809,9.0,1,2,0,1,1,3,1,0.11,0.22,0.33,0.00,0.22
1084,Daniel Vidal,es ESP,MF,Lugo,22-340,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1085,Jonathan Viera,es ESP,MF,Las Palmas,33-047,1989,14,11,"1,066",11.8,3,2,2,1,1,3,0,0.25,0.17,0.42,0.17,0.34
1086,Carlos Vigaray,es ESP,DF,Zaragoza,28-091,1994,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1087,Martí Vilà,es ESP,DF,Andorra,23-195,1999,16,13,"1,100",12.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1088,,,,,,,,,,,,,,,,,,,,,,
1089,Adrià Vilanova,es ESP,DF,Andorra,25-299,1997,15,11,"1,032",11.5,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09
1090,Ignasi Vilarrasa,es ESP,DF,Huesca,23-106,1999,10,4,432,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1091,Fran Villalba,es ESP,"MF,FW",Málaga,24-210,1998,12,9,670,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
1092,Juan Villar,es ESP,"FW,MF",Huesca,34-202,1988,4,0,46,0.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
1093,Viti,es ESP,MF,Oviedo,25-082,1997,10,7,547,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1094,Vitolo,es ESP,"FW,MF",Las Palmas,33-035,1989,6,0,103,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1095,Óscar Whalley,es ESP,GK,Lugo,28-253,1994,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
1096,Xeber,es ESP,"MF,FW",Alavés,25-164,1997,17,13,996,11.1,3,0,3,0,0,1,2,0.27,0.00,0.27,0.27,0.27
1097,Rubén Yáñez,es ESP,GK,Málaga,29-056,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1098,Yoel,es ESP,GK,Eibar,34-101,1988,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1099,Míchel Zabaco,es ESP,DF,Burgos,33-304,1989,9,6,611,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
1100,Alberto Zapater,es ESP,MF,Zaragoza,37-177,1985,11,4,403,4.5,1,0,1,0,0,2,0,0.22,0.00,0.22,0.22,0.22
1101,Bryan Zaragoza,,MF,Granada,21-226,2001,14,2,368,4.1,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24
